City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Tautira,PF,-17.7333,-149.15,86.02,76,61,21.32,light rain
350,Djenne,ML,13.9061,-4.5533,80.69,8,0,8.21,clear sky
351,Kavaratti,IN,10.5669,72.642,78.3,68,62,10.71,broken clouds
352,Loandjili,CG,-4.7561,11.8578,78.31,85,100,5.21,overcast clouds
353,Hay River,CA,60.8156,-115.7999,21.18,86,100,13.8,snow
354,Totness,SR,5.8833,-56.3167,81.99,71,92,11.18,overcast clouds
355,Dali,CN,25.7,100.1833,36.09,90,14,4.83,few clouds
356,Bud,US,39.447,-86.1758,38.75,56,0,6.93,clear sky
357,Khash,IR,28.2211,61.2158,50.27,34,40,6.76,scattered clouds
358,Felanitx,ES,39.4696,3.1483,51.96,84,3,1.68,clear sky
359,Ostrovnoy,RU,68.0531,39.5131,13.96,86,98,22.37,overcast clouds
360,Lingyuan,CN,41.24,119.4011,16.92,59,5,2.91,clear sky
361,Kailua,US,21.4022,-157.7394,78.78,76,75,11.5,broken clouds
362,Romny,UA,50.751,33.4747,31.82,90,100,11.92,overcast clouds
363,Pizarro,CO,4.9533,-77.366,81.37,69,50,6.13,scattered clouds
364,Severo-Kurilsk,RU,50.6789,156.125,29.68,83,100,14.97,overcast clouds
365,Amsterdam,NL,52.374,4.8897,42.91,84,40,8.99,scattered clouds
366,San Patricio,US,28.017,-97.5169,64.38,60,6,5.26,clear sky
367,Sidi Ali,DZ,36.0998,0.4206,52.05,84,0,11.54,clear sky
368,Lata,PT,40.1629,-8.3327,52.81,61,1,3.94,clear sky
369,Makakilo City,US,21.3469,-158.0858,77.32,72,0,3.44,light rain
370,Narsaq,GL,60.9167,-46.05,7.02,72,100,1.16,overcast clouds
371,Beringovskiy,RU,63.05,179.3167,-18.35,98,46,7.49,scattered clouds
372,Maracas,BR,-13.4411,-40.4308,75.27,66,98,1.14,overcast clouds
373,Kabompo,ZM,-13.5927,24.2008,65.48,96,100,2.3,light rain
374,Klaksvik,FO,62.2266,-6.589,36.52,59,81,35.88,broken clouds
375,Mosquera,CO,4.7059,-74.2302,66.29,59,75,14.97,broken clouds
376,Carbonia,IT,39.1672,8.5222,52.45,82,4,8.88,clear sky
377,Dalbandin,PK,28.8947,64.4101,57.42,24,4,8.77,clear sky
378,Pangai,TO,-19.8,-174.35,79.16,79,100,23.96,light rain
379,Ewa Beach,US,21.3156,-158.0072,78.75,72,0,8.01,light rain
380,Broome,US,42.2506,-75.833,30.02,63,0,5.01,clear sky
381,Zirandaro,MX,18.45,-100.9833,95.32,22,68,1.19,broken clouds
382,Paine,CL,-33.8167,-70.75,94.5,13,0,8.9,clear sky
383,Najran,SA,17.4924,44.1277,60.28,42,9,4.32,clear sky
384,Kapoeta,SS,4.7717,33.5903,83.7,22,100,5.28,overcast clouds
385,Albertville,US,34.2676,-86.2089,51.42,49,0,4.0,clear sky
386,Saldanha,ZA,-33.0117,17.9442,63.9,95,38,8.63,scattered clouds
387,Nouakchott,MR,18.0858,-15.9785,75.13,54,6,12.66,clear sky
388,Angoche,MZ,-16.2325,39.9086,77.22,87,100,8.84,light rain
389,Lamu,KE,-2.2717,40.902,79.02,87,100,15.46,overcast clouds
390,Shakhovskaya,RU,56.0283,35.5097,23.02,96,85,7.45,overcast clouds
391,Margate,GB,51.3813,1.3862,47.97,65,60,11.99,broken clouds
392,Sirjan,IR,29.452,55.6814,45.88,31,0,2.55,clear sky
393,Bam,IR,29.106,58.357,51.3,31,0,3.11,clear sky
394,Bezhetsk,RU,57.7851,36.6965,16.52,96,90,7.23,overcast clouds
395,Ilebo,CD,-4.3167,20.5833,75.56,80,100,0.38,overcast clouds
396,Manta,EC,-0.95,-80.7333,78.66,78,98,8.1,light rain
397,Guasdualito,VE,7.2424,-70.7324,91.4,40,20,6.91,few clouds
398,Manggar,ID,-2.8833,108.2667,78.93,86,100,9.06,overcast clouds
399,Argentan,FR,48.75,-0.0167,50.72,89,100,23.13,overcast clouds
400,Hualmay,PE,-11.0964,-77.6139,74.75,68,70,10.58,broken clouds
401,Yar-Sale,RU,66.8333,70.8333,-12.24,100,88,7.63,overcast clouds
402,Mapastepec,MX,15.4333,-92.9,92.91,32,22,10.69,few clouds
403,Praxedis Guerrero,MX,31.3667,-106.0167,53.42,28,3,9.95,clear sky
404,Perigueux,FR,45.1833,0.7167,49.41,89,100,11.79,overcast clouds
405,Saint-Denis,FR,48.9167,2.3333,51.96,92,75,5.01,broken clouds
406,Cestas,FR,44.7435,-0.6791,51.73,85,100,5.99,overcast clouds
407,Bubaque,GW,11.2833,-15.8333,77.77,71,1,15.82,clear sky
408,Lokachi,UA,50.737,24.6494,34.75,86,100,16.44,overcast clouds
409,Carutapera,BR,-1.195,-46.02,80.4,83,100,6.8,moderate rain
410,Srinivaspur,IN,13.3333,78.2167,69.01,94,100,11.1,overcast clouds
411,Copiapo,CL,-27.3667,-70.3333,73.09,31,0,11.5,clear sky
412,Washington,US,47.5001,-120.5015,51.04,82,100,2.59,overcast clouds
413,Barra Do Corda,BR,-5.5,-45.25,84.27,80,99,2.46,light rain
414,Fairbanks,US,64.8378,-147.7164,-1.7,78,100,0.0,light snow
415,Iberia,US,29.9502,-91.7507,55.96,35,0,3.44,clear sky
416,Atambua,ID,-9.1061,124.8925,74.55,85,45,1.39,scattered clouds
417,Evensk,RU,61.95,159.2333,1.26,67,0,9.06,clear sky
418,Xapuri,BR,-10.6517,-68.5044,82.62,83,98,2.57,overcast clouds
419,Hambantota,LK,6.1241,81.1185,75.22,74,97,11.05,overcast clouds
420,Neiafu,TO,-18.65,-173.9833,79.48,94,100,4.61,light rain
421,Mahebourg,MU,-20.4081,57.7,79.25,89,40,9.22,scattered clouds
422,Tiarei,PF,-17.5333,-149.3333,86.02,76,52,21.85,light rain
423,Padilla,CO,3.2204,-76.3139,81.97,70,79,1.86,broken clouds
424,Portoferraio,IT,42.8115,10.3146,56.08,87,20,8.05,few clouds
425,Odweyne,SO,9.4092,45.064,66.31,64,100,9.75,overcast clouds
426,Santa Luzia,BR,-19.7697,-43.8514,77.14,81,75,4.61,broken clouds
427,Oum Hadjer,TD,13.2954,19.6966,75.0,13,0,9.55,clear sky
428,Deputatskiy,RU,69.3,139.9,-34.47,98,88,5.23,overcast clouds
429,Ust-Nera,RU,64.5667,143.2,-24.47,79,4,3.02,clear sky
430,Aksarka,RU,66.5606,67.7975,-17.27,100,87,6.53,overcast clouds
431,Thanh Hoa,VN,19.8,105.7667,61.16,82,100,0.98,overcast clouds
432,Marzuq,YE,14.4,46.4667,65.86,32,100,1.74,overcast clouds
433,Bumba,CD,2.1833,22.4667,75.6,38,22,3.06,few clouds
434,Lingao,CN,19.9103,109.6859,66.67,92,99,10.31,overcast clouds
435,Alyangula,AU,-13.8483,136.4192,79.5,83,97,5.68,overcast clouds
436,Poum,NC,-20.2333,164.0167,80.08,83,100,9.98,overcast clouds
437,Roebourne,AU,-20.7833,117.1333,83.64,80,5,5.26,clear sky
438,Ilulissat,GL,69.2167,-51.1,1.42,60,100,5.75,overcast clouds
439,Susanville,US,40.4163,-120.653,44.91,49,0,4.0,clear sky
440,Bilibino,RU,68.0546,166.4372,-17.84,77,2,4.25,clear sky
441,Katsina,NG,12.9894,7.6006,70.25,14,0,9.95,clear sky
442,Natal,BR,-5.795,-35.2094,86.65,62,0,13.8,clear sky
443,Acarau,BR,-2.8856,-40.12,84.52,65,100,15.73,overcast clouds
444,Maneadero,MX,31.7167,-116.5667,73.18,51,0,1.01,clear sky
445,Balkhash,KZ,46.844,74.9804,11.71,86,100,10.25,overcast clouds
446,Waingapu,ID,-9.6567,120.2641,78.94,85,97,4.72,overcast clouds
447,Camacha,PT,33.0833,-16.3333,59.54,63,40,17.27,scattered clouds
448,Gravelbourg,CA,49.8834,-106.5512,32.27,82,100,9.55,overcast clouds
449,Kutum,SD,14.2,24.6667,57.52,16,38,12.1,scattered clouds
450,Olafsvik,IS,64.8945,-23.7142,28.08,70,100,16.98,overcast clouds
451,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,11.5,clear sky
452,Mayskiy,RU,47.6931,40.1025,29.61,79,100,10.4,overcast clouds
453,Krasnovishersk,RU,60.4078,57.082,10.94,91,100,4.16,overcast clouds
454,Dabat,ET,12.9842,37.765,53.51,48,0,3.8,clear sky
455,Nanortalik,GL,60.1432,-45.2371,15.22,67,100,20.65,overcast clouds
456,Pandan,PH,14.0453,124.1694,76.6,87,100,15.05,overcast clouds
457,Shelburne,CA,44.0787,-80.2041,28.67,75,88,18.59,overcast clouds
458,Malanje,AO,-9.5402,16.341,66.58,70,100,5.55,overcast clouds
459,Morehead,US,37.2711,-87.1764,43.95,56,0,4.0,clear sky
460,Kupang,ID,-10.1667,123.5833,78.84,85,36,7.2,scattered clouds
461,Sur,OM,22.5667,59.5289,71.17,71,0,6.67,clear sky
462,Saint Stephen,GB,50.3333,-4.9,50.27,81,40,29.93,scattered clouds
463,Muroto,JP,33.2833,134.15,40.28,55,22,9.75,few clouds
464,Gao,ML,16.6362,1.637,71.13,10,0,10.6,clear sky
465,Lipany,SK,49.1538,20.9638,39.0,75,100,11.9,overcast clouds
466,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,100,75,16.06,light intensity drizzle
467,Buchanan,LR,5.8808,-10.0467,80.56,78,10,9.91,clear sky
468,Bandarbeyla,SO,9.4942,50.8122,75.87,72,100,14.9,overcast clouds
469,Menongue,AO,-14.6585,17.691,59.92,88,100,4.68,overcast clouds
470,Naze,JP,28.3667,129.4833,51.8,63,100,6.98,overcast clouds
471,Lima,PE,-12.0432,-77.0282,75.38,77,0,1.99,clear sky
472,Waupun,US,43.6333,-88.7296,37.98,95,85,10.65,overcast clouds
473,Cienfuegos,CU,22.1461,-80.4356,83.21,57,40,8.05,scattered clouds
474,Marquette,US,46.5333,-87.6335,23.34,77,100,6.73,light snow
475,Fernley,US,39.608,-119.2518,52.41,32,0,4.25,clear sky
476,Vetlanda,SE,57.4289,15.0776,33.67,94,100,6.31,overcast clouds
477,West Wendover,US,40.7391,-114.0733,37.33,44,0,2.86,clear sky
478,Tual,ID,-5.6667,132.75,82.83,76,100,6.46,overcast clouds
479,Noumea,NC,-22.2763,166.4572,75.18,90,97,3.6,overcast clouds
480,Kikwit,CD,-5.041,18.8162,73.4,90,100,0.43,overcast clouds
481,Cockburn Town,TC,21.4612,-71.1419,75.69,67,2,14.7,clear sky
482,Kuytun,RU,54.3419,101.5036,9.91,96,99,2.13,overcast clouds
483,Zenzeli,RU,45.9241,47.0474,31.23,95,49,8.99,snow
484,Isiro,CD,2.7739,27.616,69.22,34,88,1.3,overcast clouds
485,Gwanda,ZW,-20.9333,29.0,70.65,61,100,13.76,overcast clouds
486,Atagay,RU,55.1033,99.3875,10.44,97,100,3.38,overcast clouds
487,Andenes,NO,69.3143,16.1194,33.78,69,40,12.66,scattered clouds
488,Merauke,ID,-8.4667,140.3333,80.06,84,100,8.32,overcast clouds
489,Kinablangan,PH,7.6947,126.5503,77.11,84,80,6.76,broken clouds
490,Port Lincoln,AU,-34.7333,135.8667,70.99,69,0,12.59,clear sky
491,Amahai,ID,-3.3333,128.9167,77.99,84,79,4.5,broken clouds
492,Montlucon,FR,46.3333,2.6,47.68,96,100,8.99,overcast clouds
493,Flic En Flac,MU,-20.2742,57.3631,79.52,83,100,11.3,overcast clouds
494,Pacific Grove,US,36.6177,-121.9166,67.3,50,0,4.0,clear sky
495,Parakai,NZ,-36.65,174.4333,69.13,98,100,13.09,overcast clouds
496,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.03,26,0,9.19,clear sky
497,Xiamen,CN,24.4798,118.0819,55.45,71,75,6.71,light rain
498,Kapiri Mposhi,ZM,-13.9652,28.6809,63.0,99,100,3.83,light rain
499,Araouane,ML,18.9048,-3.5265,71.33,9,0,8.61,clear sky
500,Pangody,RU,65.85,74.4859,-20.45,100,68,3.58,broken clouds
501,Diu,IN,20.7141,70.9822,65.01,70,6,9.71,clear sky
502,Vestmanna,FO,62.1564,-7.1664,34.72,60,75,29.93,broken clouds
503,Palasa,IN,18.7667,84.4167,65.77,67,94,3.53,overcast clouds
504,Ararangua,BR,-28.9347,-49.4858,87.85,60,33,9.93,scattered clouds
505,Banyo,CM,6.75,11.8167,72.63,25,5,1.88,clear sky
506,Juegang,CN,32.3174,121.1855,40.91,76,100,8.61,light rain
507,Salur,IN,18.5333,83.2167,65.39,76,89,2.08,overcast clouds
508,Uni,RU,57.7535,51.4923,20.44,96,100,6.24,snow
509,Kushmurun,KZ,52.4503,64.6311,7.99,86,100,6.98,overcast clouds
510,Dembi Dolo,ET,8.5333,34.8,66.18,35,100,3.29,overcast clouds
511,Yatou,CN,37.15,122.3833,28.11,58,100,3.29,overcast clouds
512,Ballina,AU,-28.8667,153.5667,63.79,98,99,15.73,overcast clouds
513,Novobirilyussy,RU,56.9514,90.6661,12.47,91,100,5.41,overcast clouds
514,Bhag,PK,29.0415,67.8239,64.83,25,4,1.81,clear sky
515,Yerbogachen,RU,61.2767,108.0108,-7.11,100,100,1.95,overcast clouds
516,Durusu,TR,41.3053,28.6767,44.78,83,0,5.99,clear sky
517,Cranbrook,CA,49.4999,-115.7688,34.66,69,40,4.61,scattered clouds
518,Port Augusta,AU,-32.5,137.7667,76.23,32,1,12.28,clear sky
519,Liverpool,GB,53.4106,-2.9779,43.72,76,40,11.99,scattered clouds
520,Jardim,BR,-21.4803,-56.1381,87.55,44,87,10.92,overcast clouds
521,Bahia Blanca,AR,-38.7196,-62.2724,70.92,51,6,11.52,clear sky
522,Halifax,CA,44.6453,-63.5724,20.21,71,1,1.99,clear sky
523,Ndioum,SN,16.5129,-14.6471,88.84,7,0,8.14,clear sky
524,Saint-Francois,FR,46.4154,3.9054,47.64,71,100,12.66,overcast clouds
525,Baykit,RU,61.67,96.37,-6.41,100,100,2.53,overcast clouds
526,Ventersburg,ZA,-28.0856,27.1381,66.18,70,100,8.05,overcast clouds
527,Grosbous,LU,49.8278,5.9672,45.91,81,100,5.99,overcast clouds
528,Dudinka,RU,69.4058,86.1778,-33.32,100,16,4.41,few clouds
529,Nava,MX,28.4167,-100.7667,54.99,37,0,5.28,clear sky
530,Leh,IN,34.1667,77.5833,11.52,87,96,3.89,overcast clouds
531,Mirabad,AF,30.4362,61.8383,55.29,28,0,7.47,clear sky
532,Hot Springs,US,34.5037,-93.0552,48.31,45,0,1.99,clear sky
533,Kaplice,CZ,48.7385,14.4963,41.36,95,100,20.85,light rain
534,Mormugao,IN,15.4,73.8,74.16,79,100,9.17,overcast clouds
535,Urumqi,CN,43.801,87.6005,-1.25,85,5,2.24,mist
536,Bacolod,PH,10.6667,122.95,75.18,83,94,10.49,overcast clouds
537,Pombia,IT,45.653,8.6336,44.47,87,100,4.61,fog
538,Troitsko-Pechorsk,RU,62.7084,56.1964,13.57,88,100,8.66,overcast clouds
539,Tselinnoye,RU,53.0833,85.6667,0.14,100,33,0.76,scattered clouds
540,Necochea,AR,-38.5473,-58.7368,64.04,72,98,19.73,overcast clouds
541,Bucerias,MX,20.75,-105.3333,76.98,69,20,12.66,few clouds
542,Seoul,KR,37.5683,126.9778,17.04,79,0,2.3,clear sky
543,Alice Springs,AU,-23.7,133.8833,58.55,94,0,6.91,clear sky
544,Saint-Georges,GD,12.0564,-61.7485,83.88,74,40,16.11,scattered clouds
545,Dengzhou,CN,37.8086,120.7508,30.31,56,100,6.62,overcast clouds
546,Fort Nelson,CA,58.8053,-122.7002,34.59,81,100,3.78,overcast clouds
547,Colomi,BO,-17.35,-65.8667,50.07,89,100,4.85,overcast clouds
548,Mehamn,NO,71.0357,27.8492,18.64,89,30,14.83,scattered clouds
549,Chiredzi,ZW,-21.05,31.6667,78.55,49,100,6.69,overcast clouds
550,Milverton,CA,43.5668,-80.9164,29.39,67,43,11.01,scattered clouds
551,Villa Maria,AR,-32.4075,-63.2402,81.1,17,0,11.99,clear sky
552,Yermakovskoye,RU,53.2831,92.4003,-5.82,98,100,1.01,overcast clouds
553,Mangrol,IN,21.1167,70.1167,67.12,70,6,9.57,clear sky
554,Mamlyutka,KZ,54.9375,68.5394,1.56,84,25,8.14,scattered clouds
555,Sitka,US,57.0531,-135.33,44.49,81,100,23.02,moderate rain
556,Irbeyskoye,RU,55.6428,95.4522,4.59,98,100,3.2,overcast clouds
557,Gonzales,US,30.2385,-90.9201,58.1,38,0,0.0,clear sky
558,Daru,PG,-9.0763,143.2092,77.92,88,100,6.49,overcast clouds
559,Yorkton,CA,51.2167,-102.4677,-0.56,65,0,9.22,clear sky
560,Namatanai,PG,-3.6667,152.4333,79.36,79,19,3.33,few clouds
561,Allanton,GB,55.7833,-2.2167,37.08,85,0,23.98,clear sky
562,Russell,US,32.3502,-85.1999,56.48,51,44,6.64,scattered clouds
563,Gat,IL,31.61,34.7642,54.91,83,0,5.59,clear sky
564,Port Blair,IN,11.6667,92.75,78.66,81,12,9.93,few clouds
565,Puerto Ayacucho,VE,5.6639,-67.6236,94.78,38,82,2.95,broken clouds
566,Japura,ID,-0.3167,102.35,72.54,97,100,2.48,overcast clouds
567,Wahiawa,US,21.5028,-158.0236,75.52,82,75,0.0,light rain
568,Matara,LK,5.9485,80.5353,75.6,79,82,2.57,broken clouds
569,Blagoyevo,RU,63.3667,47.9167,16.95,93,100,7.94,overcast clouds
570,Zabol,AF,32.25,67.25,37.24,48,0,11.97,clear sky
571,Qazvin,IR,36.2797,50.0049,29.82,69,0,2.3,clear sky
572,Kandi,BJ,11.1342,2.9386,81.48,15,0,5.39,clear sky
573,Wynyard,AU,-41.0,145.7167,57.97,82,28,10.16,scattered clouds
574,Ugoofaaru,MV,5.6667,73.0,81.19,67,68,10.2,broken clouds
575,Khandyga,RU,62.6667,135.6,-39.08,99,100,2.35,overcast clouds
576,Indramayu,ID,-6.3264,108.32,78.4,86,100,12.82,overcast clouds
577,Shu,KZ,43.5983,73.7614,37.38,95,100,6.42,light rain
578,Guayaramerin,BO,-10.8368,-65.3614,89.65,55,75,2.3,light rain
579,Aswan,EG,24.0934,32.907,60.76,28,0,10.11,clear sky
580,Acari,PE,-15.4311,-74.6158,82.42,52,100,10.67,overcast clouds
581,Wasilla,US,61.5814,-149.4394,27.39,88,40,0.0,scattered clouds
582,Guiyang,CN,26.5833,106.7167,34.29,93,100,4.47,light rain
583,Tilichiki,RU,60.4667,166.1,-13.94,84,10,9.22,clear sky
584,Aransas Pass,US,27.9095,-97.15,62.69,76,0,7.0,clear sky
585,Mbekenyera,TZ,-10.0,38.9833,72.46,93,68,2.77,broken clouds
586,Soroti,UG,1.7146,33.6111,75.83,32,83,6.69,broken clouds
587,Whitehorse,CA,60.7161,-135.0538,32.77,86,75,14.97,broken clouds
588,Chakwal,PK,32.9334,72.8585,49.75,54,75,3.83,broken clouds
589,Oranjemund,NA,-28.55,16.4333,67.06,71,52,8.1,broken clouds
590,La Ronge,CA,55.1001,-105.2842,3.45,78,100,10.36,overcast clouds
591,Guanica,PR,17.9716,-66.908,82.44,76,98,11.99,overcast clouds
592,Taunggyi,MM,20.7833,97.0333,48.33,69,92,3.74,overcast clouds
593,Kemijarvi,FI,66.7131,27.4306,17.82,94,100,10.89,light snow
594,Jacksonville,US,30.3322,-81.6556,51.91,89,100,4.0,mist
595,Guerrero Negro,MX,27.9769,-114.0611,66.49,26,0,4.5,clear sky
596,Luwuk,ID,-0.9516,122.7875,76.73,83,100,3.69,overcast clouds
597,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,33,0,12.66,clear sky
598,Sri Aman,MY,1.2376,111.4621,75.25,94,100,1.14,moderate rain
599,Ekhabi,RU,53.5102,142.9671,0.99,93,100,22.08,overcast clouds
600,Preobrazheniye,RU,42.9019,133.9064,10.56,67,8,8.52,clear sky
601,Belaya Gora,RU,68.5333,146.4167,-42.79,100,69,0.92,broken clouds
602,Swindon,GB,51.558,-1.7812,45.97,83,20,7.0,few clouds
603,Bridlington,GB,54.0831,-0.1919,41.18,70,59,29.37,broken clouds
604,Mudgee,AU,-32.5943,149.5871,59.05,88,75,4.61,broken clouds
605,Trinidad,BO,-14.8333,-64.9,82.38,78,75,4.61,broken clouds
606,Talara,PE,-4.5772,-81.2719,83.16,54,0,16.11,clear sky
607,Noyabrsk,RU,63.1994,75.4507,-12.1,100,73,8.63,broken clouds
608,Beyneu,KZ,45.3167,55.2,28.31,79,21,6.4,few clouds
609,Khorixas,NA,-20.3667,14.9667,75.79,49,95,14.54,overcast clouds
610,Casablanca,MA,33.5928,-7.6192,60.33,79,0,5.99,clear sky
611,Talant,FR,47.3369,5.0089,44.42,93,100,17.27,light intensity drizzle
612,Sal Rei,CV,16.1833,-22.9167,72.16,73,75,17.27,broken clouds
613,Vanimo,PG,-2.6741,141.3028,77.63,87,100,5.12,overcast clouds
614,Tashtagol,RU,52.7657,87.8894,2.32,97,50,2.8,scattered clouds
615,Kytmanovo,RU,53.4593,85.4479,-2.9,98,41,0.16,scattered clouds
616,Rio Gallegos,AR,-51.6226,-69.2181,78.85,31,75,19.57,broken clouds
617,Darhan,MN,49.4867,105.9228,-3.82,92,23,5.82,few clouds
618,Buta,CD,2.7858,24.73,73.87,30,29,2.75,scattered clouds
619,Sabratah,LY,32.7933,12.4885,59.11,80,95,11.92,overcast clouds
620,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,74,75,17.9,light shower snow
621,Tatsuno,JP,34.8667,134.55,35.19,66,9,7.07,clear sky
622,Blind River,CA,46.1834,-82.9582,28.51,87,100,10.69,overcast clouds
623,Mandalgovi,MN,45.7625,106.2708,4.59,67,0,5.84,clear sky
624,Fairlie,GB,55.756,-4.8556,38.01,89,20,10.0,few clouds
625,Dingle,PH,10.9995,122.6711,73.38,89,63,8.48,broken clouds
626,Asau,RO,46.4333,26.4,41.4,69,100,6.15,overcast clouds
627,Mugan,CN,35.9404,101.3842,14.79,54,0,1.83,clear sky
628,Foki,RU,56.693,54.3499,10.24,98,100,2.33,overcast clouds
629,Nanakuli,US,21.3906,-158.1547,78.75,71,0,3.44,light rain
630,Galveston,US,29.3669,-94.9669,59.22,68,0,12.66,clear sky
631,Gamba,GA,-2.65,10.0,77.59,84,64,5.5,broken clouds
632,Laagri,EE,59.3508,24.6142,33.8,93,100,9.22,overcast clouds
633,Riyadh,SA,24.6877,46.7219,53.74,39,0,8.23,clear sky
634,Grindavik,IS,63.8424,-22.4338,27.07,74,100,9.22,overcast clouds
635,Paita,PE,-5.0892,-81.1144,82.96,66,54,15.08,broken clouds
636,Presque Isle,US,46.6811,-68.0159,13.28,57,100,6.4,overcast clouds
637,Darab,IR,28.7519,54.5444,50.77,41,0,1.5,clear sky
638,Koping,SE,59.514,15.9926,36.05,86,63,6.91,broken clouds
639,Christchurch,NZ,-43.5333,172.6333,56.32,88,100,3.44,overcast clouds
640,Maxixe,MZ,-23.8597,35.3472,77.2,76,17,13.56,few clouds
641,Fare,PF,-16.7,-151.0167,81.45,74,100,20.42,overcast clouds
642,Byron Bay,AU,-28.65,153.6167,66.87,76,100,15.01,light rain
643,Chincha Alta,PE,-13.4099,-76.1323,70.75,65,45,9.22,scattered clouds
644,Savinka,RU,50.0785,47.0994,1.89,99,93,5.26,overcast clouds
645,Normandin,CA,48.8333,-72.5321,3.51,78,100,10.36,overcast clouds
646,Linqiong,CN,30.4159,103.4609,37.22,91,100,1.79,overcast clouds
647,Ayagoz,KZ,47.9714,80.4392,-7.04,95,4,3.53,clear sky
648,Goderich,CA,43.7501,-81.7165,29.91,74,100,14.97,overcast clouds
649,Yangjiang,CN,21.85,111.9667,59.95,84,95,8.08,overcast clouds
650,Menzelinsk,RU,55.7271,53.1026,24.04,100,100,2.13,overcast clouds
651,Bambanglipuro,ID,-7.95,110.2833,75.99,88,100,4.68,overcast clouds
652,Port Hedland,AU,-20.3167,118.5667,82.45,94,100,5.75,overcast clouds
653,Valparaiso,CL,-33.0393,-71.6273,69.44,79,75,6.91,broken clouds
654,Hirara,JP,24.8,125.2833,64.53,65,43,17.36,scattered clouds
655,Pacifica,US,37.6138,-122.4869,65.57,60,0,5.99,clear sky
656,Jonesboro,US,35.8423,-90.7043,40.68,57,0,5.01,clear sky
657,Huautla,MX,21.0333,-98.2833,63.55,55,0,5.12,clear sky
658,Nadym,RU,65.5333,72.5167,-20.6,100,41,5.61,scattered clouds
